token	address	name
EXT:KERNEL32.DLL::VirtualFree	EXTERNAL:0000006a	VirtualFree
EXT:KERNEL32.DLL::VirtualQuery	EXTERNAL:00000046	VirtualQuery
EXT:KERNEL32.DLL::WaitForMultipleObjectsEx	EXTERNAL:0000007a	WaitForMultipleObjectsEx
EXT:KERNEL32.DLL::WaitForSingleObject	EXTERNAL:0000005a	WaitForSingleObject
EXT:KERNEL32.DLL::WideCharToMultiByte	EXTERNAL:00000082	WideCharToMultiByte
EXT:KERNEL32.DLL::WriteFile	EXTERNAL:00000088	WriteFile
EXT:MSVCR90.DLL::__iob_func	EXTERNAL:00000183	__iob_func
EXT:MSVCR90.DLL::_beginthreadex	EXTERNAL:00000161	_beginthreadex
EXT:MSVCR90.DLL::_cexit	EXTERNAL:00000139	_cexit
EXT:MSVCR90.DLL::_control87	EXTERNAL:0000014d	_control87
EXT:MSVCR90.DLL::_controlfp	EXTERNAL:00000150	_controlfp
EXT:MSVCR90.DLL::_ecvt	EXTERNAL:00000160	_ecvt
EXT:MSVCR90.DLL::_errno	EXTERNAL:00000176	_errno
EXT:MSVCR90.DLL::_fcvt	EXTERNAL:0000015f	_fcvt
EXT:MSVCR90.DLL::_finite	EXTERNAL:00000155	_finite
EXT:MSVCR90.DLL::_getdrive	EXTERNAL:0000015d	_getdrive
EXT:MSVCR90.DLL::_gmtime64	EXTERNAL:00000170	_gmtime64
EXT:MSVCR90.DLL::_ismbblead	EXTERNAL:00000136	_ismbblead
EXT:MSVCR90.DLL::_isnan	EXTERNAL:00000154	_isnan
EXT:MSVCR90.DLL::_localtime64	EXTERNAL:00000164	_localtime64
EXT:MSVCR90.DLL::_ltoa	EXTERNAL:0000017d	_ltoa
EXT:MSVCR90.DLL::_ltow	EXTERNAL:0000016e	_ltow
EXT:MSVCR90.DLL::_mktime64	EXTERNAL:00000162	_mktime64
EXT:MSVCR90.DLL::_onexit	EXTERNAL:0000013e	_onexit
EXT:MSVCR90.DLL::_searchenv	EXTERNAL:00000156	_searchenv
EXT:MSVCR90.DLL::_setmbcp	EXTERNAL:0000016c	_setmbcp
EXT:MSVCR90.DLL::_snprintf	EXTERNAL:00000172	_snprintf
EXT:MSVCR90.DLL::_stricmp	EXTERNAL:000001a3	_stricmp
EXT:MSVCR90.DLL::_strlwr	EXTERNAL:00000152	_strlwr
EXT:MSVCR90.DLL::_strnicmp	EXTERNAL:000001a0	_strnicmp
EXT:MSVCR90.DLL::_strtoui64	EXTERNAL:0000015a	_strtoui64
EXT:MSVCR90.DLL::_time32	EXTERNAL:0000012c	_time32
EXT:MSVCR90.DLL::_time64	EXTERNAL:000001c3	_time64
EXT:MSVCR90.DLL::_ultoa	EXTERNAL:00000151	_ultoa
EXT:MSVCR90.DLL::_ultow	EXTERNAL:00000197	_ultow
EXT:MSVCR90.DLL::_vsnprintf	EXTERNAL:00000175	_vsnprintf
EXT:MSVCR90.DLL::_wcsicmp	EXTERNAL:000001af	_wcsicmp
EXT:MSVCR90.DLL::_wcslwr	EXTERNAL:0000016d	_wcslwr
EXT:MSVCR90.DLL::_wcsnicmp	EXTERNAL:000001b5	_wcsnicmp
EXT:MSVCR90.DLL::_wgetcwd	EXTERNAL:0000015b	_wgetcwd
EXT:MSVCR90.DLL::_wgetdcwd	EXTERNAL:0000015e	_wgetdcwd
EXT:MSVCR90.DLL::_wsearchenv	EXTERNAL:00000157	_wsearchenv
EXT:MSVCR90.DLL::_wstat64i32	EXTERNAL:0000015c	_wstat64i32
EXT:MSVCR90.DLL::_wtol	EXTERNAL:000001a7	_wtol
EXT:MSVCR90.DLL::abort	EXTERNAL:00000171	abort
EXT:MSVCR90.DLL::atof	EXTERNAL:00000168	atof
EXT:MSVCR90.DLL::atoi	EXTERNAL:00000169	atoi
EXT:MSVCR90.DLL::atol	EXTERNAL:0000019e	atol
EXT:MSVCR90.DLL::ceil	EXTERNAL:0000019b	ceil
EXT:MSVCR90.DLL::decode_pointer	EXTERNAL:0000013d	decode_pointer
EXT:MSVCR90.DLL::encode_pointer	EXTERNAL:00000140	encode_pointer
EXT:MSVCR90.DLL::exit	EXTERNAL:00000185	exit
EXT:MSVCR90.DLL::fclose	EXTERNAL:00000190	fclose
EXT:MSVCR90.DLL::feof	EXTERNAL:000001bf	feof
EXT:MSVCR90.DLL::fgets	EXTERNAL:0000017e	fgets
EXT:MSVCR90.DLL::fopen	EXTERNAL:00000192	fopen
EXT:MSVCR90.DLL::fprintf	EXTERNAL:00000191	fprintf
EXT:MSVCR90.DLL::fputs	EXTERNAL:00000153	fputs
EXT:MSVCR90.DLL::fread	EXTERNAL:000001be	fread
EXT:MSVCR90.DLL::free	EXTERNAL:000001c0	free
EXT:MSVCR90.DLL::fseek	EXTERNAL:0000017b	fseek
EXT:MSVCR90.DLL::ftell	EXTERNAL:00000173	ftell
EXT:MSVCR90.DLL::fwrite	EXTERNAL:00000193	fwrite
EXT:MSVCR90.DLL::getenv	EXTERNAL:00000179	getenv
EXT:MSVCR90.DLL::isalnum	EXTERNAL:000001b0	isalnum
EXT:MSVCR90.DLL::isalpha	EXTERNAL:000001b2	isalpha
EXT:MSVCR90.DLL::isdigit	EXTERNAL:0000019f	isdigit
EXT:MSVCR90.DLL::isprint	EXTERNAL:00000167	isprint
EXT:MSVCR90.DLL::isspace	EXTERNAL:000001ae	isspace
EXT:MSVCR90.DLL::isupper	EXTERNAL:00000145	isupper
EXT:MSVCR90.DLL::iswctype	EXTERNAL:000001b7	iswctype
EXT:MSVCR90.DLL::isxdigit	EXTERNAL:000001b8	isxdigit
EXT:MSVCR90.DLL::ldexp	EXTERNAL:00000148	ldexp
EXT:MSVCR90.DLL::longjmp	EXTERNAL:00000178	longjmp
EXT:MSVCR90.DLL::malloc	EXTERNAL:000001c2	malloc
EXT:MSVCR90.DLL::memchr	EXTERNAL:000001b9	memchr
EXT:MSVCR90.DLL::memmove	EXTERNAL:0000018c	memmove
EXT:MSVCR90.DLL::modf	EXTERNAL:0000019c	modf
EXT:MSVCR90.DLL::qsort	EXTERNAL:000001bc	qsort
EXT:MSVCR90.DLL::rand	EXTERNAL:000001c4	rand
EXT:MSVCR90.DLL::setlocale	EXTERNAL:0000016b	setlocale
EXT:MSVCR90.DLL::sprintf	EXTERNAL:00000194	sprintf
EXT:MSVCR90.DLL::sscanf	EXTERNAL:000001a2	sscanf
EXT:MSVCR90.DLL::stat64i32	EXTERNAL:0000017f	stat64i32
EXT:MSVCR90.DLL::strchr	EXTERNAL:000001ad	strchr
EXT:MSVCR90.DLL::strcspn	EXTERNAL:00000181	strcspn
EXT:MSVCR90.DLL::strftime	EXTERNAL:00000163	strftime
EXT:MSVCR90.DLL::strncat	EXTERNAL:0000014f	strncat
EXT:MSVCR90.DLL::strncmp	EXTERNAL:000001ab	strncmp
EXT:MSVCR90.DLL::strncpy	EXTERNAL:000001a9	strncpy
EXT:MSVCR90.DLL::strpbrk	EXTERNAL:00000166	strpbrk
EXT:MSVCR90.DLL::strrchr	EXTERNAL:0000016f	strrchr
EXT:MSVCR90.DLL::strspn	EXTERNAL:00000180	strspn
EXT:MSVCR90.DLL::strstr	EXTERNAL:000001ba	strstr
EXT:MSVCR90.DLL::strtod	EXTERNAL:00000198	strtod
EXT:MSVCR90.DLL::strtol	EXTERNAL:00000165	strtol
EXT:MSVCR90.DLL::strtoul	EXTERNAL:000001aa	strtoul
EXT:MSVCR90.DLL::swscanf	EXTERNAL:000001a4	swscanf
EXT:MSVCR90.DLL::tmpfile	EXTERNAL:0000017a	tmpfile
EXT:MSVCR90.DLL::tolower	EXTERNAL:00000127	tolower
EXT:MSVCR90.DLL::toupper	EXTERNAL:000001ac	toupper
EXT:MSVCR90.DLL::towlower	EXTERNAL:000001b6	towlower
EXT:MSVCR90.DLL::towupper	EXTERNAL:0000016a	towupper
EXT:MSVCR90.DLL::vfprintf	EXTERNAL:00000147	vfprintf
EXT:MSVCR90.DLL::vsprintf	EXTERNAL:00000149	vsprintf
EXT:MSVCR90.DLL::wcschr	EXTERNAL:000001b4	wcschr
EXT:MSVCR90.DLL::wcscspn	EXTERNAL:0000014e	wcscspn
EXT:MSVCR90.DLL::wcsncat	EXTERNAL:0000014c	wcsncat
EXT:MSVCR90.DLL::wcsncmp	EXTERNAL:000001a6	wcsncmp
EXT:MSVCR90.DLL::wcsncpy	EXTERNAL:000001a8	wcsncpy
EXT:MSVCR90.DLL::wcsrchr	EXTERNAL:00000182	wcsrchr
EXT:MSVCR90.DLL::wcsstr	EXTERNAL:000001b3	wcsstr
EXT:MSVCR90.DLL::wcstod	EXTERNAL:000001b1	wcstod
EXT:MSVCR90.DLL::wcstol	EXTERNAL:000001a5	wcstol
EXT:MSVCR90.DLL::wcstoul	EXTERNAL:00000196	wcstoul
EXT:OLE32.DLL::CoLockObjectExternal	EXTERNAL:00000124	CoLockObjectExternal
EXT:OLE32.DLL::OleInitialize	EXTERNAL:00000121	OleInitialize
EXT:OLE32.DLL::RegisterDragDrop	EXTERNAL:00000122	RegisterDragDrop
EXT:OLE32.DLL::ReleaseStgMedium	EXTERNAL:00000126	ReleaseStgMedium
EXT:OLE32.DLL::RevokeDragDrop	EXTERNAL:00000123	RevokeDragDrop
EXT:SHELL32.DLL::DragQueryFileW	EXTERNAL:0000011f	DragQueryFileW
EXT:SHELL32.DLL::SHGetFolderPathW	EXTERNAL:0000011e	SHGetFolderPathW
EXT:SHELL32.DLL::ShellExecuteW	EXTERNAL:00000120	ShellExecuteW
EXT:STEAM_API.DLL::SteamApps	EXTERNAL:0000001c	SteamApps
EXT:USER32.DLL::AdjustWindowRectEx	EXTERNAL:000000d8	AdjustWindowRectEx
EXT:USER32.DLL::BeginPaint	EXTERNAL:000000da	BeginPaint
EXT:USER32.DLL::CallNextHookEx	EXTERNAL:000000f8	CallNextHookEx
EXT:USER32.DLL::ChangeClipboardChain	EXTERNAL:000000c9	ChangeClipboardChain
EXT:USER32.DLL::ClientToScreen	EXTERNAL:000000df	ClientToScreen
EXT:USER32.DLL::CloseClipboard	EXTERNAL:000000c8	CloseClipboard
EXT:USER32.DLL::CreateWindowExA	EXTERNAL:000000c1	CreateWindowExA
EXT:USER32.DLL::CreateWindowExW	EXTERNAL:000000b4	CreateWindowExW
EXT:USER32.DLL::DefWindowProcA	EXTERNAL:000000cd	DefWindowProcA
EXT:USER32.DLL::DefWindowProcW	EXTERNAL:00000101	DefWindowProcW
EXT:USER32.DLL::DestroyCursor	EXTERNAL:000000f2	DestroyCursor
EXT:USER32.DLL::DestroyWindow	EXTERNAL:000000ba	DestroyWindow
EXT:USER32.DLL::DispatchMessageW	EXTERNAL:000000de	DispatchMessageW
EXT:USER32.DLL::EmptyClipboard	EXTERNAL:000000c6	EmptyClipboard
EXT:USER32.DLL::EndPaint	EXTERNAL:000000db	EndPaint
EXT:USER32.DLL::EnumDisplayMonitors	EXTERNAL:000000dc	EnumDisplayMonitors
EXT:USER32.DLL::FillRect	EXTERNAL:000000ed	FillRect
EXT:USER32.DLL::GetActiveWindow	EXTERNAL:000000ec	GetActiveWindow
EXT:USER32.DLL::GetAncestor	EXTERNAL:000000e8	GetAncestor
EXT:USER32.DLL::GetAsyncKeyState	EXTERNAL:000000f7	GetAsyncKeyState
EXT:USER32.DLL::GetClientRect	EXTERNAL:000000b8	GetClientRect
EXT:USER32.DLL::GetClipboardData	EXTERNAL:000000c4	GetClipboardData
EXT:USER32.DLL::GetCursorPos	EXTERNAL:000000cb	GetCursorPos
EXT:USER32.DLL::GetDC	EXTERNAL:00000102	GetDC
EXT:USER32.DLL::GetDesktopWindow	EXTERNAL:000000bb	GetDesktopWindow
EXT:USER32.DLL::GetForegroundWindow	EXTERNAL:000000f9	GetForegroundWindow
EXT:USER32.DLL::GetIconInfo	EXTERNAL:000000f3	GetIconInfo
EXT:USER32.DLL::GetKeyState	EXTERNAL:000000e2	GetKeyState
EXT:USER32.DLL::GetKeyboardLayout	EXTERNAL:000000cf	GetKeyboardLayout
EXT:USER32.DLL::GetMenu	EXTERNAL:000000d7	GetMenu
EXT:USER32.DLL::GetMonitorInfoA	EXTERNAL:000000fb	GetMonitorInfoA
EXT:USER32.DLL::GetProcessWindowStation	EXTERNAL:00000105	GetProcessWindowStation
EXT:USER32.DLL::GetSystemMetrics	EXTERNAL:000000b7	GetSystemMetrics
EXT:USER32.DLL::GetUserObjectInformationW	EXTERNAL:00000106	GetUserObjectInformationW
EXT:USER32.DLL::GetWindowLongA	EXTERNAL:000000b6	GetWindowLongA
EXT:USER32.DLL::GetWindowRect	EXTERNAL:000000e5	GetWindowRect
EXT:USER32.DLL::GetWindowThreadProcessId	EXTERNAL:000000fa	GetWindowThreadProcessId
EXT:USER32.DLL::InvalidateRect	EXTERNAL:000000f0	InvalidateRect
EXT:USER32.DLL::IsClipboardFormatAvailable	EXTERNAL:000000c3	IsClipboardFormatAvailable
EXT:USER32.DLL::IsWindowVisible	EXTERNAL:000000ea	IsWindowVisible
EXT:USER32.DLL::IsZoomed	EXTERNAL:000000e7	IsZoomed
EXT:USER32.DLL::KillTimer	EXTERNAL:000000e0	KillTimer
EXT:USER32.DLL::LoadIconA	EXTERNAL:000000f1	LoadIconA
EXT:USER32.DLL::LoadImageW	EXTERNAL:000000f4	LoadImageW
EXT:USER32.DLL::MessageBoxA	EXTERNAL:00000109	MessageBoxA
EXT:USER32.DLL::MessageBoxW	EXTERNAL:00000108	MessageBoxW
EXT:USER32.DLL::MoveWindow	EXTERNAL:000000d9	MoveWindow
EXT:USER32.DLL::OpenClipboard	EXTERNAL:0000010a	OpenClipboard
EXT:USER32.DLL::PeekMessageA	EXTERNAL:000000ce	PeekMessageA
EXT:USER32.DLL::PeekMessageW	EXTERNAL:000000dd	PeekMessageW
EXT:USER32.DLL::PostMessageA	EXTERNAL:000000e3	PostMessageA
EXT:USER32.DLL::PostQuitMessage	EXTERNAL:0000010b	PostQuitMessage
EXT:USER32.DLL::RegisterClassA	EXTERNAL:000000c0	RegisterClassA
EXT:USER32.DLL::ReleaseCapture	EXTERNAL:000000d5	ReleaseCapture
EXT:USER32.DLL::ReleaseDC	EXTERNAL:00000103	ReleaseDC
EXT:USER32.DLL::ScreenToClient	EXTERNAL:000000fc	ScreenToClient
EXT:USER32.DLL::SendMessageA	EXTERNAL:000000fd	SendMessageA
